StudentID,OrderedCourseSequence
STNR018491,"['27460', '27230', '23205', '27432', '27250', '27422', '27220', '27322', '27422', 'S27-10-1', 'S27-10-2', '27430', '28480', '28855', '27101', 'S27-10-3']"
STNR018492,"['27460', '27230', '27430', '27641', '28480', '27422', 'S27-10-1', '27220', '27322']"
STNR018493,"['27002', '26050', '22104', '27022', '27023', '1005', '26400', '2633', '26400', '23732', '27026', '27015', '22208', 'S27-10-1', '27322', '10050', '22111']"
STNR018494,"['23258', '27322', '22230', 'S27-10-1', 'S27-10-2']"
STNR018495,"['23732', '42610', '23205-1', 'S23-15-1', '2631', '23732', 'B23-20', '27322', '27641', '2411', 'KU111-1', 'KU015', 'KU111-1', 'S27-15-1', '22231', 'KU115-1', '22200', 'KU111-1', 'KU113', '22201', 'S22-12-1', 'E22-30']"
STNR018496,"['27460', '27423', '23205', '27430', '28480', '27419', '28855', '27455', '27322', '28345', '27410', '28233', '28455', 'S27-15-1']"
STNR018497,"['27027', '27026', '27015', '36611', '27034', '27051-1', '42610', '10050', '27035-1', '27419', '28025', 'B27-20', '27230', '27430', '28233', '28480', '28855', '27455', '28345', '27410', '27230', '27432', '28455', 'S27-15-1', '28346']"
STNR018498,"['27460', '27423', '27230', '28233', '28480', '28855', '27455', '28345', '27255', '23532', '27303', '27410', '27230', '28455', 'S27-15-1']"
STNR018499,"['25106', '33480', '42610', '28025', 'B27-20', '10050', '27060', '33901', '36040', '36617', '27322', '27324', 'S27-25-1', '22236', '22235', '28850', '27102', '22231', '27430', '26436', '27691', 'E22-30']"
STNR018500,"['1035', '34029', '10036', '33255', '1325', '42610', '10102', '34020', '2403', '1125', '10384', '2450', 'B10-15', 'S10-02-1', '10112', '10122', '10316', '1418', '10302', '10306', '2686', '2687', '10405', '10339', '10385', '10350', '42490', '22652', '47301']"
STNR018501,"['26030', '27016', '41680-1', '27008', 'S10-02-1', '1006', '10240', '2393', '1019', '2502', '1034', '42610', '2135', '47203', '2157', '2160', '2141', '2105', '2238', 'S22-05-1', 'B01-15', '2170', '2193']"
STNR018502,"['34029', '42610', '10036', '33255', '10102', '10209', '34020', '34031', '2402', '41312', 'S10-05-1', '10303', '10350', '10384', '2450', '2601', 'B10-15', '10112', '42490', '10122', '10316', '47319', '10302', 'S47-05-1', '10200', '47316', '47310', '2456', 'S47-05-2', '2582', '10314', '22652']"
STNR018503,"['10200', '10104', '42004', '47311', '42002', '10304', '47319', '46230', '10302', 'S47-05-1', '26290', '42003', '10333', '10122', 'S10-05-1', 'E47-30']"
STNR018504,"['47305', '33323', '26428', '26231', '26245', '26701', '2632', '26261', '26330', '28315', '10122', '28310', 'S10-05-1', '47303', '26317', '2450', '26265', 'S10-05-2', 'E47-30']"
STNR018505,"['42582', '42580', '42101', '1017', '2633', '2402', 'S01-10-1', '2633', '42611', '42421', '2450', '42115', 'S10-05-1', '10054', '42415', '2105', '42586-1', '42417', '2409', '42005', '2417', '42112', '42583', '2170', '42584', '2806']"
STNR018506,"['30032', '2318', '1920', '1901', '62733', '62734', '30081', '62732', '62735', '30082', '62711', '10916', '31036', '62737', 'S10-05-1', '30100', '30120', '26027', '10034', 'S01-07-1']"
STNR018507,"['S10-05-1', '33255', '33472', '10036', '33472', '10031', '26000', '34020', '10303', '2633', '10031', '34020', '22600', '10036', '34029', '22600', '10036', '34020', 'S01-07-1', '1037', '10036']"
STNR018508,"['34029', '10303', '33255', '33257', '34020', '34031', '26000', '2601', 'B10-20', '33255', '42490', 'S10-05-1', '10112', '10122', '10350', '10302', '2686', 'S10-10-1', '34451', '10339', '10316', '10304', 'S47-15-1']"
STNR018509,"['10033', '10859', '26000', '10031', '10034', '1005', '2633', '1037', '22600', '10036', '34029', '10102', '34020', '34031', 'S10-05-1', '42611']"
STNR018510,"['1035', '34029', '10036', '42610', '10102', '34020', '10722', '41603', '10303', '33255', '10467', '41650', '41312', 'B10-20', '10333', '41422', '46230', '41416', 'S10-05-1', '42002', '28870', '47330', 'S10-05-2', '11117', '34553', '47317']"
STNR018511,"['10033', '10036', '33472', '10031', '26000', '10102', '10209', '10303', '33255', '34029', '1410', '34020', '2105', '42610', '2403', 'S10-05-1', '10333', 'B10-20', '10316', '10304', '47319', '26231', '47310', '10339', '10122', '34540', '42490', '47301']"
STNR018512,"['10033', '33472', '10031', '26000', '10034', '1005', '2633', '1037', '27002', '33255', '34029', '10036', '34020', '10102', 'S10-05-1', '42610', 'S10-05-2', '2402', '1418', '10303', '22050', '2450', 'B27-15', '22435', '22481', 'KU101', '22208', '22506', '2506', '2411']"
STNR018513,"['10405', '10303', '10350', '47325', '10314', '42610', 'B47-15', '10112', '10122', '33442', '42490', '10346', '2450', '10302', '2686', '33526', '10380', '10316', '42186', 'S47-05-1', 'S10-05-1', 'E47-30']"
STNR018514,"['34029', '42610', '10036', '33255', '2402', '10102', '34020', '34127', '42421', '41312', '1017', '10303', '10350', '33257', '2450', '2601', 'B10-15', '10112', 'S10-05-1', '10122', '10316', '10304', '10302', '34540', '42490', '47309', 'S10-05-2', '10384', '10314', '47319']"
STNR018515,"['10033', '33472', '10031', '26000', '2631', '10034', '1005', '1037', '33255', '34029', '31300', '10036', '34020', '34031', '10102', '34127', '42611', '2402', '41661', '10316', '10303', '10220', '22601', 'B10-15', '10200', '10112', '10122', '2946', '10346', '10304', 'S10-05-1', '47319', '10862', '42429']"
STNR018516,"['42002', '42003', '42006', '47319', '10304', 'S10-05-2', '42004', '47316-1', '42436-1', '28870', '47302', '42634-1', '47301', 'E47-35']"
STNR018517,"['30200', '30200', '30210', '30786', '30320', '42490', '30786', '30730', '30790', '30720', '30300', '30300', '30200', '30200', '30210', '30230', 'S10-10-1', '2610', '30794', '30230', '2610', 'E30-30']"
STNR018518,"['1410', '2170', '2220', '2220', '2291', '2291', '2220', '2220', '2170', '30532', '2266', 'S10-10-1', '2220', '2220']"
STNR018519,"['S47-05-1', '10112', '10303', '10350', '33255', '34020', '31735', '31300', '34020', 'B47-15', '10200', '47310', '10339', '10122', 'S47-05-2', '10304', '10302', 'S10-10-1']"
STNR018520,"['42003', '42007', '28870', '12132', '12136', '31761', '41416', '41317', '42004', '42002', '46300', '2633', '11129', '11127']"
STNR018521,"['42003', '42004', '42002', '28870', '47330', '41418', '11129', '41416', '11127', '47301']"
STNR018522,"['42003', '42007', '42002', '28870', '2435', '42180', '41416', '31761']"
STNR018523,"['42004', '42003', '42007', '42002', '47330', '28871', '28434', '28345', '41343', '42372', '12142', '42435', '2450', '41416']"
STNR018524,"['46300', '42002', '42003', '42006', '46230', '46310', 'S46-05-1', '42429', '46100', '42435', '28870', '46200', '42543', '41416', 'E46-30']"
STNR018525,"['42003', '42007', '42002', '28870', '11115', '42105', '11117', '41416', '47301']"
STNR018526,"['42003', '42007', '42002', '11128', '28870', '11117', '41416', '11127', '47301']"
STNR018527,"['42003', '42002', '46300', '2435', '11117', '41416', '41563']"
STNR018528,"['42003', '42004', '10333', '47330', '34551', '41418', '41416', '47301', '28271', '47301']"
STNR018529,"['28870', '42004', '42002', '42003', '46200', '46230', '31761', '41416', '46100', '42435', '46300', '30754', '46310', 'E46-30']"
STNR018530,"['46300', '42003', '46230', '31761', '41416', '42004', '46211', '42002', '28870', '46200', '46600', '2450', '11129', '2631', 'E46-30']"
STNR018531,"['42003', '42002', '28870', '11115', '47330', '12132', '41418', '11129', '41416', '11127', '41315']"
STNR018532,"['12136', '41416', '47301', '42003', '42004', '42007', '42002', '12132', '11117', '11129', '12205', '41343', '47301', '42429']"
STNR018533,"['31761', '46230', '41416', '2633', '42003', '46300', '46200', '42105']"
STNR018534,"['34552', '31761', '46230', '41416', '42003', '42007', '46300', '46200', '12205', '46310']"
STNR018535,"['42004', '46300', '42002', '42003', '42006', '46230', '31778', '31761', '41416', '31773', '46100', '31783-1', '46211', '46200', 'E46-30']"
STNR018536,"['62603', '62799', '41534', '62699', '62770', '62694', '62904', '41784', '41786', '62683', '62657', 'PRA62-30', '62618', '62629', '62643', '62999', '62132-1', '1035', '42101', 'DE62-20', '42490', '41521', '41514', '41515', '41320', '41129', '41822', '41320', '46600', '41237', '41737', '41416', '46430', '41315']"
STNR018537,"['62603', '62799', '41534', '62699', '62770', '62694', '62904', '41784', '41786', '62683', '62657', '62643', '62999', '41814', '62614', '41819', '46000', 'PRA62-30', '1035', 'DE62-20', '41321', '46110', '42490', '41514', '41320', '41129', '46300', '41822', '41320', '46600', '41237', '41737', '41416', '41315']"
STNR018538,"['42003', '42007', '42002', '28870', '41418', '41416', '28871', '28271']"
STNR018539,"['42003', '42002', '28870', '12132', '12143', '41418', '41416', '28871', '28271', '42429']"
STNR018540,"['42003', '42002', '28870', '46300', '46200', '31742', '41416', '46230', '31761', '31745']"
STNR018541,"['11129', '41416', '46230', '31761', '2443', '42504']"
STNR018542,"['47302', '10401', '2502', '41416', '26231', '41343', '47301', '28871', '26231', '42504']"
STNR018543,"['PRA62-30', '2405', '42005', '42101', 'DE62-20', '42180', '2402', '41416', '42004', '42003', '42007', '42002', '2435', '31761', '46230', '42008', 'E42-32']"
STNR018544,"['41416', '34552', '41317', '47301']"
STNR018545,"['42003', '42004', '42002', '47330', '46200', '11117', '41416', '41563', '41563', 'S47-05-1']"
STNR018546,"['11000', '11010', '11562', '41203', '1005', '2631', '11561', '1037', '2402', '2601', '41102', '11343', '1036', '11411', '10022', '11311', '11691', '11031', '42611', '11318', '11305', '11563', '11463', '11332', '11352', '26027', 'B11-15', '11569']"
STNR018547,"['11000', '11010', '11562', '41203', '1005', '2631', '11561', '1035', '41102', '11343', '1036', '10022', '11311', '11691', '11318', '41111', '11463', '42611', '11411', '2402', 'B11-20', '26026']"
STNR018548,"['11000', '11010', '11562', '41203', '1005', '2631', '11561', '11562', '1005', '1035', '2601', '41102', '11343', '1036', '11411', '26027', '10022', '11311', '11691', '11031', '2601', '11411', '2402', '11463', '11946', '11112', '42610', '11121', '62074']"
STNR018549,"['11000', '11010', '11562', '41203', '1005', '2631', '11561', '1037', '2402', '2601', '41102', '11343', '1036', '11411', '10022', '11311', '11691', '11031', '42611', '11411', '11318', '11305', '11563', '11463', '11332', '26027', 'B41-15', '11353']"
STNR018550,"['11000', '11010', '11562', '41203', '1005', '2631', '11561', '1035', '2601', '41102', '11343', '1036', '11411', '26027', '10022', '11311', '11691', '11031', '11318', '11305', '11463', '11332', '2402', '42610', '11121', 'B11-20']"
STNR018551,"['11000', '11010', '11562', '41203', '1005', '2631', '11561', '1005', '2402', '1035', '2601', '41102', '1036', '11411', '41203', '11691', '11031', '41203', '11311', '2402', '26028', '2601', '11343', '11332', '11411', '2450', '2526', '42101', '2402', '42101', '11311', '10022']"
STNR018552,"['11000', '11010', '11562', '41203', '1005', '2631', '11561', '1035', '2601', '41102', '11343', '41112', '11411', '10022', '11311', '11691', '11031', '42611', '11318', '41111', '11305', '11463', '11332', '2402', '26027', '11353', 'B41-15']"
STNR018553,"['11561', '1035', '41102', '11343', '41112', '11411', '11031', '11343', '10022', '11311', '11691', '11411', '11311', '2402', '11563', '11305', '11319', '11318', '26027', 'B11-15', '11121', '42610', '11112', '11124', '11023', '11305', '11563', '42430', '11352', '11305', '11365', '11353', '11305', '11351', '41111', '11020', '41237', '42490', '42490', '11022', '41315']"
STNR018554,"['42270', '42101', '1035', '30571', '11411', '11031', '42610', '10022', '11311', '11691', '26027', '42891', 'B42-15']"
STNR018555,"['11000', '11010', '11562', '2631', '41203', '1005', '1005', '42270', '42421', '2402', '1035', '41102', '12500', '11411', '10022', '10022', '11031', '11311', '11691', '28864', '26027', '42890', '42610', '42101', 'B11-15']"
STNR018556,"['11000', '11010', '11562', '2631', '41203', '1005', '11561', '1035', '11203', '41102', '11343', '41112', '11411', '10022', '11031', '11311', '11691', '2402', '11997', '11318', '11463', '41812', '26027', '42610', 'B11-20', '11351', '11023', '42490', '11320', '11331', '41237', '11352', '2450', '11050', '11994', '11353']"
STNR018557,"['11000', '11010', '11562', '2631', '41203', '1005', '11561', '2405', '1035', '41102', '11343', '1036', '11411', '10022', '11031', '11311', '11691', '11311', '10022', '11305', '11343', '11318', '11563', '2405', '11319', '26027', '11121', '42610', 'B11-20', '11318', '2502', '2405', '42611', '41237', '11352', '11347', '11365', '11353', '11376']"
STNR018558,"['11000', '11010', '11562', '2631', '41203', '1005', '11561', '1037', '2405', '41102', '11343', '1036', '11411', '2405', '10022', '11031', '11311', '11691', '26027', '42610', 'B11-20', '11318', '42490', '11305', '11320', '11331', '41237', '11352', '11347', '2450', '11365']"
STNR018559,"['11000', '11010', '11562', '2631', '41203', '1005', '11561', '2405', '1035', '41102', '11343', '41112', '11411', '10022', '11031', '11311', '11691', '41111', '11305', '11318', '11563', '11319', '11463', '26027', 'B11-20', '42610', '11351', '11023', '2450', '11346', '41113', '11320', '41237', '11352', '11347', '11050']"
STNR018560,"['11000', '11000', '11010', '11562', '2631', '41203', '41203', '1005', '1005', '11561', '1005', '1005', '2402', '1035', '41102', '11343', '41112', '11411', '41102', '11031', '11311', '11691', '62317', '11412', '62327', '62270', '62328', '62269', '42429', '62276', '62265', '62282', '62279', '62273', 'PRA62-30', '62990']"
STNR018561,"['11000', '11562', '2631', '41203', '1005', '11561', '1037', '41102', '2601', '11343', '11563', '41112', '11411', '11462', '10022', '11311', '11691', '42611', '11305', '11318', '2405', '11463', '26027', '11031', '11450', '42270', 'B11-15', '11351', '11023', '41111', '11320', '41237', '11352', '11365', '11353', '11376']"
STNR018562,"['11000', '1017', '11010', '11562', '2631', '41203', '10022', '11561', '2405', '11112', '1035', '11343', '1036', '11411', '26027', '11031', '11311', '11691', '2601', '11203', '11305', '11318', '11332', '42610', 'B11-15', '11353', '11351', '31241', '11023', '41102', '11320', '41237', '11352', '42490', '11365', '11376', '11300']"
STNR018563,"['11000', '11010', '11562', '41203', '1005', '11562', '2402', '1035', '41102', '11343', '1036', '11562', '10022', '11031', '11311', '11561', '11311', '11112', '11305', '11343', '11318', '11411', '2402', '26027', '11691', '11562', '11141', '41102', '11203', '2633', '11411', '47201', 'B11-20', '11411', '42611']"
STNR018564,"['11000', '11010', '11562', '2631', '41203', '1005', '11561', '1005', '1035', '41102', '2601', '11343', '1036', '11411', '1005', '10022', '11311', '11691', '42611', '26028', '11112', '11305', '11318', '11332', '11463', '11121', '11031', 'B11-20', '11318', '11351', '11351', '11563', '11320', '11320', '11331', '41237', '11352', '11365', '11353', '11569']"
STNR018565,"['11000', '11010', '11562', '2631', '41203', '1005', '11561', '2631', '2402', '1035', '41102', '1036', '11411', '1035', '10022', '11311', '11691', '11411', '11311', '1037', '10022', '26027', '42611', '11318', '11203', 'B11-20', '11311', '11994']"
STNR018566,"['11000', '11010', '11562', '2631', '41203', '1005', '11562', '1037', '27002', '2101', '41102', '11343', '41112', '11411', '26027', '10022', '11311', '11691', '41111', '11305', '11318', '2405', '11332', '11463', '41126', '25104', '11031', 'B41-15', '42611', '11464', '11430', '2405', '11563', '2450', '41113', '2405', '41226', '41107', '11365', '11376']"
STNR018567,"['11203', '11112', '11563', '11318', '11463', '26027', '42610', '11121', 'B11-20', '26027', '11411', '26027', '11311', '11411', '42270', '1035', '11563', '1035', '26027', '62317', '62328', '62327']"
STNR018568,"['62325', '41236', '62337', '62330', '1901', '11767', '62259', '62255', '62257', '62250', '62337', '62363', '62130', '62259', '11767', '62255', '42430', '11411', '62263', '1037', '62259', 'PRA62-30', '1037', '11124', '62999', 'DE62-20', 'S62-05-1', '11080', '1037', '1037', '11020', '11034', '11900', '11900', '11352', '42433', '42490', '42490', '42282', '11022', '42611']"
STNR018569,"['41236', '62337', '62330', '62251', '62253', '62254', '11767', '62250', '62338', '42988', '11411', '62366', '11767', '62999', 'PRA62-30', '11411', '42270', '11767', '42429', '62338', '62381', 'DE62-20', '11767', 'S62-05-1']"
STNR018570,"['11000', '11010', '11562', '41203', '2631', '1005', '2403', '1035', '41102', '2101', '41112', '11411', '11311', '10022', '11031', '11691', '26026']"
STNR018571,"['11000', '11010', '11562', '41203', '2631', '1005', '11561', '1035', '41102', '2601', '11343', '41112', '11411', '11311', '10022', '11031', '11691', '26026']"
STNR018572,"['11000', '11010', '11562', '41203', '2631', '1005', '11562', '11561', '1035', '41102', '2601', '11343', '11332', '11411', '11311', '10022', '11031', '11691', '26026']"
STNR018573,"['11000', '11010', '11562', '41203', '2631', '1005', '11561', '1035', '41102', '2601', '11343', '42611', '11411', '11311', '10022', '11031', '11691']"
STNR018574,"['11000', '11010', '11562', '41203', '2631', '1005', '42613', '11561', '2402', '1035', '41102', '11343', '11332', '11411', '11311', '10022', '11031', '11691']"
STNR018575,"['11000', '11010', '11562', '41203', '2631', '1005', '11561', '1035', '41102', '2601', '11343', '41112', '11411', '11311', '10022', '11031', '11691', '26026']"
STNR018576,"['11000', '11010', '11562', '41203', '2631', '1005', '42270', '1035', '41102', '2601', '11343', '42430', '11411', '11311', '11343', '10022', '11031', '11691']"
STNR018577,"['11000', '11010', '11562', '41203', '2631', '1005', '11561', '2402', '1035', '41102', '11343', '42611', '11411', '11311', '10022', '11031', '11691']"
STNR018578,"['11000', '11010', '11562', '41203', '2631', '1005', '11561', '2402', '1035', '41102', '41112', '11411', '10022', '11691', '11411']"
STNR018579,"['11000', '11010', '11562', '41203', '2631', '1005', '11562', '11561', '2402', '1035', '41102', '11343', '41112', '11411', '1035', '11311', '11343', '10022', '11031', '11691']"
STNR018580,"['11000', '11010', '11562', '41203', '2631', '1005', '11561', '1035', '41102', '2601', '11343', '41112', '11411', '11311', '10022', '11031', '11691']"
STNR018581,"['11000', '11010', '11562', '41203', '2631', '1005', '11561', '2402', '1035', '41102', '11343', '41112', '11411', '11311', '11343', '10022', '11031', '11691', '26026']"
STNR018582,"['11000', '11010', '11562', '41203', '2631', '1005', '11561', '1035', '41102', '2601', '11343', '42430', '11411', '11311', '10022', '11031', '11691']"
STNR018583,"['41236', '62337', '62335', '62330', '11767', '62259', '62255', '62337', '62257', '62335', '62250', '62255', '42430', 'PRA62-30', '11411', '1035', '11562', '62999', '62367', '11305', '2405', 'DE62-20', '2405', '11305', '2405', '11305', '2405']"
STNR018584,"['11000', '11010', '11562', '2631', '41203', '1005', '11561', '1035', '41102', '2601', '11343', '41112', '11411', '11462', '10022', '11311', '11691', '11462', '42611', '41111', '11305', '11343', '11318', '11332', '11463', '26027', '11121', '11031', 'B41-15', '11318', '11305', '11343', '11305', '41237', '11352', '11365', '11353', '11376']"
STNR018585,"['11000', '11010', '11562', '2631', '41203', '1005', '11561', '1035', '41102', '2601', '11343', '41112', '11411', '11462', '10022', '11311', '11691', '42611', '11305', '11318', '2405', '11463', '26027', '11031', '11450', '42270', 'B11-15', '11351', '11023', '2450', '11320', '41237', '11352', '11365', '11353', '11376']"
STNR018589,"['41534', '41786', '41784', '62657', '62683', 'PRA62-30', '1035', '62999', '62626', '41812', '1035', '2601', '62692', 'DE62-20']"
STNR018590,"['41000', '41713', '41501', '1005', '10022', '2403', '41312', '41603', '1034', '41814', '41502', '2633', '41659', '41511', '26027', '31300', '41801', '1017', '41564', '1418', '2157', '41812', '2450', '2601', '42610', 'B41-15']"
STNR018591,"['CBS02', '1901', '41000', '26027', '41713', '41501', '1005', '10022', '41501', '26027', '1005', '10022', '2402', '41603', '42406', '41202', '1035', '41263', '41312', '41704', '10022', '41501', '41801', '42429', '42005', '42587', '41564', '41812', '41271', '41659', '42610', 'B41-15']"
STNR018592,"['41000', '41713', '41501', '1005', '10022', '41501', '41312', '41603', '41502', '1035', '41714', '41502', '42610', '41502', '41812', '41659', '41801', '41342', '26026']"
STNR018593,"['41000', '41713', '41501', '1005', '10022', '2403', '1037', '41312', '41603', '42406', '41502', '2633', '41659', '41511', '26027', '41502', '41801', '31373', '42429', '41564', '41612', '41812', '41514', 'B41-20', '42611']"
STNR018594,"['41000', '41713', '41501', '1005', '10022', '2403', '26028', '41312', '41603', '1034', '41502', '2633', '41659', '41511', '26028', '41502', '41801', '31373', '41564', '41045', '31300', '41812', '42610', 'B41-20']"
STNR018595,"['62600', '1920', '41533', '41781', '62645', '62603', '62904', '62770', '62683', '62694', '41534', '41786', '62799', '41784', '62657', '62697', 'PRA62-30', '1035', '62614', '62999', '41812', '41511', '2601', 'DE62-20', '41524', '41526', '42490', '41516', '41635', '41512', '41563', '41514', '41346']"
STNR018596,"['1920', '41814', '41812', '41534', 'PRA62-30', 'DE62-20', '62643']"
STNR018597,"['62603', '62799', '41534', '62699', '62770', '62694', '62904', '41784', '41786', '62683', '62657', 'PRA62-30', '41812', '62629', '62643', '62999', '46000', '62132-1', 'DE62-20']"
STNR018598,"['62603', '62799', '41534', '62699', '62770', '62694', '62904', '41784', '41786', '62683', '62657', 'DE62-20', 'PRA62-30', '1035', '2601', '62999', '62614', '41511', '41812', '42490', '41512', '2403', '41810', '41515', '41525', '41564', '41526', '31383', '41734', '2411', '41528', '41514', '41813', '41315']"
STNR018599,"['1034', '41502', '41263', '41502', '41271', '41659', '42101', '41801', '41603', '42406', '41502', '42610', '41812', 'B41-20', '2402', '41275', '2601', '41045', '2601', '42490', '41317', '41315', '41216', '41822', '41221', '41107', '46110', '41321', '41315', '2431']"
STNR018600,"['2601', '2635', '41502', '1036', '2402', '41659', '41511', '41801', '31373', '41560', '1017', '1418', '41812', '46910', 'B41-15', '42610']"
STNR018601,"['41502', '41560', '1036', '41659', '26027', '42610', '41511', '41801', '31373', '2632', '41515', '2601', '41814', '1418', '41812', '41315', 'B41-15', '41512', '41521', '41514', '46415', '41525', '41516', '41808', '41561', '42490', '41563', '46430']"
STNR018602,"['2601', '2635', '41502', '1036', '2402', '41659', '41511', '41801', '31373', '41560', '1017', '1418', '41812', '46910', 'B41-15', '42610']"
STNR018603,"['41502', '41814', '2633', '41659', '41312', '41511', '41801', '31373', '41560', '41612', '11318', '41812', '26027', '31300', '42610', 'B11-20', '41515', '41628', '2431', '41635', '41514', '42634']"
STNR018604,"['41000', '41713', '41501', '1005', '10022', '2403', '41501', '41603', '42406', '41312', '41502', '41045', '2633', '41659', '1035', '31373', '41801', '41511', '42430', '26027', '42610', 'B41-15', '41320', '42490', '41812', '41635', '41522', '41317', '41514', '41315']"
STNR018605,"['41000', '41713', '41501', '1005', '10022', '2403', '41603', '41312', '41502', '41045', '41617', '2633', '41659', '1035', '31373', '41704', '41801', '31300', '41812', '26027', '42610', 'B41-15', '47202', '41564', '41612', '41522', '42490', '41317', '41514', '41315']"
STNR018606,"['41000', '26027', '41713', '41501', '1005', '10022', '2403', '1037', '41603', '41202', '41502', '41814', '2633', '41659', '41271', '41801', '41511', '41280', '41312', '41560', '31300', '41812', '42610', 'B41-15', '2417', '2403', '2411', '41526', '42490', '41516', '41808', '41737', '41512', '41522', '41514']"
STNR018607,"['41000', '41713', '41501', '1005', '10022', '2403', '2403', '41603', '26028', '41312', '1035', '41814', '2633', '41659', '31373', '46000', '41801', '41511', '2633', '42429', '41402', '41312', '42406', '41560', '41045', '41812', '41561', '42610', '2403', 'B41-15', '41129', '41526', '31789', '42490', '41822', '46110', '41317', '41563', '41514', '41315', '2431']"
STNR018608,"['27016', '2631', '41680-1', '2402', '10240-1', '1006', '10018', '47202', '1034', '2601', '10041', '42610', '47203', '47205-1', '47201', '10260', '31710', '41571', '33270', '1019', '41814', '42002', '42101', '41812', '41561', '41312', 'B41-20', '41320', '42490', '46300', '46200', '41237', '46110', '46310', '41514', '46415']"
STNR018609,"['41000', '41713', '1005', '1037', '41312', '41603', '2633', '41312', '26027', '10020', '41501', '41801', '31373', '10041', '31001', '41045', '31300', '41812', '41659', 'B41-20', '41789', '42611']"
STNR018610,"['41628', '42575', '42071', '28864-1', '41812', '42371', '46110', '41083', '41514', '41810', '42085', '41525', '42435', '2431', '41563']"
STNR018611,"['62675', '41814', '62999', '41812', 'PRA62-30', 'DE62-20', '62694', '62635', '62147', '62074']"
STNR018612,"['1901', '1920', '41533', '62603', '62904', '1901', '62770', '62683', '41534', '41533', '41786', '62799', '62657', '62697', '62904', '62770', '41784', '62646', '41534', '62999', '41812', '41511', '2601', '1037', 'PRA62-30', 'DE62-20', '62643', '1037', '41512', '41522', '41528', '42490', '2431']"
STNR018613,"['41534', '62657', '62692', '62683', 'PRA62-30', '62643', '62999', '62657', '41812', '62626', 'DE62-20', 'S62-05-1']"
STNR018614,"['41502', '41560', '26000', '41560', '1035', '26000', '41812', '2450', '31300', '41651', '41511', '41814', 'B41-20']"
STNR018615,"['41681', '1901', '1901', '41782', '62675', '62145', '62146', '1920', '1920', '41533', '41781', '62646', '62603', '62904', '62770', '62694', '41534', '62683', '41312', '41603', '41502', '2631', '31373', '2403', 'S01-10-1', '1037', '42587', '41564', '41502', '31200', '41812', '1035', '26027', '42610', '41801']"
STNR018616,"['41502', '42430', '41659', '42101', '41401', '41801', '1037', '42421', '41502', '42005', '41612', '42415', '33480', '41202', '2402', '42610', 'B41-17', '42005', '41502', '41812', '41083', '42490', '41317', '41315', '41320', '41316', '41628', '2431', '46110', '41321', '41343']"
STNR018617,"['PRA62-30', '62999', '62626', '41812', '41511', 'S62-05-1', 'DE62-20']"
STNR018618,"['11955', '11035', '62257', '2631', '1237', '11946', '11968', '11957', '11311', '11956', '11311', '62999', '11318', '41812', 'PRA11-30', '1037', '62282', 'DE11-20', '31241', '11020', '11320', '11900', '11022', '11376', '11080']"
STNR018619,"['11955', '11035', '62257', '2631', '1237', '11946', '11968', '11957', '11311', '62257', '11956', '11311', '62999', '11020', '11318', '41812', 'PRA11-30', '62282', 'DE11-20']"
STNR018620,"['41502', '41344', '2633', '41202', '41659', '41511', '41801', '41822', '42543', 'B41-15', '42610', '41320', '42490', '46300', '41316', 'S30-05-2', '42429', '46420', '42575', '41073', '41812']"
STNR018621,"['42415', '33480', '42610', '41659', '26027', '41501', '41704', '41801', '41312', '1035', '41612', '42101', '41812', '1035', '2601', 'B41-15', '41511', '2402', '1035', '2601', '1035', '41655', '41656', '41656', '2601', '41653', '41733', '41744', '41747', '41743', '47304', '41512', '41739', '41512']"
STNR018622,"['41782', '41681', '1901', '62675', '62146', '62145', '62699', '41781', '41533', '62646', '62603', '1920', '62770', '62904', '41534', '62694', '41681', '62799', '62770', '62904', '41784', '62683', '41534', '62657', '41786', '41534', '62626', '62662', '62999', '41534', '62694', '41812', '1035', '2601', '2601', 'DE62-20', '1035']"
STNR018623,"['41782', '41681', '1901', '62675', '62146', '62145', '62699', '41781', '62675', '1920', '62646', '62603', '62770', '62904', '41533', '62694', '62799', '62770', '41784', '62683', '41534', '62657', '41786', '41533', '62626', '62662', '62999', '62675', '41812', '1035', '2601', '62694', '62646', '1035']"
STNR018624,"['41782', '41681', '1901', '62675', '62146', '62145', '62699', '41681', '41781', '1920', '41533', '62603', '62770', '62904', '41534', '62694', '62799', '41784', '62683', '62657', '41786', '62990', '62643', '1035', '62646', '41812', 'PRA62-30']"
STNR018625,"['41681', '1901', '41782', '62675', '62145', '62146', '1901', '1920', '41533', '41781', '62646', '62603', '62699', '62904', '62770', '62694', '41534', '62683', '62694', '41786', '62657', '41784', '62799', 'PRA62-30', '62618', 'S62-05-1', '62999', '41812', '62573']"
STNR018626,"['11351', '11023', '11563', '11020', '41812', '41237', '11050', '11563', '11353', '11080']"
STNR018627,"['41534', '41786', '41784', '62657', '41860', 'PRA62-30', '62615', '41402', '41344', '62999', '41812', 'DE62-20', 'S62-05-1']"
STNR018628,"['41534', '41786', '41784', '62657', '62683', '62657', 'PRA62-30', '62999', '41814', '62626', '41812', '1035', '2601', '62657', 'DE62-20']"
STNR018629,"['2101', '1017', '2633', '2402', '26027', '1005', '42415', '42270', '1037', '1037', '41102', '11000', '11010', '11562', '10022', '11121', '41203', '11031', '42613', '42429', '11318', '11343', '11463', '41812', '11311', 'B11-15', '11691']"
