Course,Prerequisites
31762,02402
31776,31711.31713
47211,one or more of31711.31713.47202.10041. or similar
31715,31776.42005
22055,22052
22056,22055
22222,"It is a prerequisite to have signal processing knowledge. Good
knowledge of Matlab or a similar programming language is
essential."
62583,"02318/02312/62557/62558/62514/62576/62734, Skils in C-programming and/or
   C++, Java and object-oriented programming as achieved in ex. one
   or more of the above mentioned courses. Knowledge about network
   could be an advantage"
30081,30032.62733.02318
30082,30081.62734
62732,01906/01907/30032(31032)/31033
62734,"02318, c-programming at the 1st semester or
corresponding"
62736,"01901/01920, Calculus and Algebra 1 Calculus
   and Algebra 2"
62743,62735
02258,"02132.(02158/02159) , Students are assumed to have
   taken computer organization and operating system courses. In
   addition, students are assumed to be able to write programs in
   C. Finally, students are assumed to be able to use threads and
   understand how threads could be mapped to
   processors."
22506,"22485, Knowledge of MRI corresponding to
notes athttp:/​/​eprints.drcmr.dk/​37/​is required (until and including k-space) and the corresponding
mathematical formalism covered in course 22485. A questionnaire
covering course prerequisites is available on the course homepage
for repetition ahead of the course, but also to give participants
not having taken 22485 insight into what they need to study
themselves in advance. Limited programming experience is needed,
e.g. Matlab or Python."
34210,"01005, 01005 (at the same
time)"
34334,34313/34322.­02101/02102/02002
47209,"02631/02632/02633/02692, Basic programming skills, for
   example in Matlab or Python"
34333,"34313, Participation in the course assumes
knowledge in general about concepts such as services, signalling
and protocols in modern networks for
telecommunication."
22602,"10031.­10033.­10036.­10102/10104, Mechanics, electromagnetism and
   quantum mechanics, corresponding to DTU courses 10031, 10033,
   10036 and 10102/10104. Following 10102/10104 in parallel is
   sufficient"
22052,"(02402/02403/02405).­(31605/22050) , 1. Linear systems or basic
   signal analysis and introductory statistics. 2. Students should
   have prior knowledge in Matlab."
30201,"Passed courses corresponding to the mandatory parts of the
bachelor program in Earth and Space Physics and
Engineering."
30545,"(30201/30202).30230, Knowledge of
   programming"
30790,30120.­10034.­(10036/31400/30400)
10209,"01005.­(10033/10020).­10036.­(02631/02632/02633) , or equivalent courses"
22525,"02402.02502, It is assumed that the participants
have had an introductory statistics course and an introductory
image analysis course. Furthermore, working knowledge of
Python/Matlab is expected."
22601,"Elementary electromagnetism and
mechanics"
34060,"34034.34052. , Bachelor's degree in science or
technical subjects. It is not advisable to follow the course
without basic knowledge of lasers and non-linear optics, as this
can result in considerable extra work compared to the standard. It
is recommended that course 34034 has been passed. The course 34052
is useful background knowledge. Basic knowledge of the programming
language Python is recommended."
22512,"34430, Basic courses in mathematics and
physics"
33473,"The course will be made to fit your level of competence
(beginner, experienced, advanced)"
33478,"The course will be made to fit your level of competence
(beginner, experienced, advanced)."
34125,"34020, Optic and Photonic"
62716,"01901/62525, Calculus and algebra 1 Signal
   Analysis"
62408,"02312/02368/02321/02327/02347/30571/62576/62583/62547/62407, Skills within more of these
   topics: Embedded Technologies, sensors, network, client-server
   programming, C-programming and/or C++, Java and object-oriented
   programming, html5, javascript, python, Linux. You also need
   skills from one or more of listed courses - or similar courses.
   You shall know about IoT devices and IoT network
   principles."
62703,"The course comprises design of electrical installations. This
process is to a high degree based on rules and standards. Without a
good, fundamental understanding of electrical circuits and here
especially three phase systems the course will be difficult to
complete"
62742,"62741, 62741 Basic
Electrotechnique"
62745,"Basic vector calculations, scalar and vector product, triple
scalar product, basic differentiation and integration in 3
variables."
62751,"62741 Indledende Elektroteknik - to be followed in
parallel"
62782,62741/62742
26263,"26231.26245.26261, Expected knowledge in basic
   quantum chemistry / quantum mechanics and good math
   skills"
47333,"Bachelor in: General Engineering, Physics and Nanotechnology,
Chemistry and Technology, Production and Construction, Electro
Technology or similar bachelor in materials science or solid state
physics"
24007,26407og26436
27101,27022.27026.27070
23259,"27002/27008, Basic understanding of cell
   structure, the biological functions of cells, biochemical and
   molecular biological processes within
   cells."
36042,"(27002/27008.­(27611/27622))/27633, Knowledge of cell structure, its
   biological function, subcomponents, biochemical and molecular
   processes (metabolism, RNA- and protein synthesis), structure of
   DNA, protein-coding genes, the standard genetic code, the
   primary (sequence), secondary (helices/coils), tertiary (3D) and
   quaternary (complex) structure of proteins. Basic knowledge and
   ability to apply bioinformatics methods and the knowledge to
   collect and process relevant biological data from large-scale
   databases."
27106,"27015eller tilsvarende (or similar) , Some
of the projects may have particular qualifying
prerequisites"
22201,"27322/27070, General knowledge in Immunology
   (27322, 27070 or other relevant course) and cell
   biology"
27615,"27021/27231/(27230.­27430) , or equivalent, 01005 or
   equivalent"
36615,27002/27008.27611
29902,"27026/27611/27405, 27026 - Theoretical Molecular
   Microbiology 27611 - Introduction to Bioinformatics 27405 - Cell
   factories: Design, engineering and analysis"
22115,27002/27008.27611
22145,"22111.22117, or equivalent. NB! Prerequisite
   courses in the DTU course base are recommended. This means, that
   they are not mandatory per se, but the learning objectives
   covered by the prerequisite courses are expected prior
   knowledge. Students who do not fulfill the prerequisites are
   expected to take independent responsibility for any missing
   learning objectives. This means, that it is not impossible to
   follow the course without having passed prerequisite courses,
   but an additional work effort may be needed. Expected prior
   knowledge covers basic immunology, basic bioinformatics, and
   basic knowledge of amino acids and proteins. Contact the course
   responsible for any questions regarding
   this."
36626,"27002/27008/27230/27430.­27610, Elementary computer skills (i.e.
   locate files via command line etc.)"
22136,"02402/27026/27610/27626, Basic understanding of molecular
   biology and microbiology (e.g. 27026), basic programming &
   data handling skills (e.g. 27610 or similar), basic
   understanding of statistics and R (e.g. 02402 or similar) Basic
   knowledge of NGS data analysis at the level of e.g. 27626 will
   be advantageous. Principles of NGS data analysis will be
   reviewed during the course. You should know how to: -navigate in
   UNIX (create directories, open/move/delete files etc.),
   Navigation and basic UNIX skills will only be reviewed briefly
   -execute programs on command line -run and modify simple shell
   and R code, Basic R and shell scripting will only be reviewed
   briefly Laboratory experience is not required but will be
   advantageous."
26325,"protein chemistry, organic chemistry, physical
chemistry"
41684,41680or41650or41015
23220,"27002eller27008, Life Science"
22455,"31521/(31520/22451.­31522/22452) , An undergraduate level course in
   fluid mechanics and mass transport is essential."
36683,"27002/27008, Basic understanding of cell
   structure, the biological functions of cells, biochemical and
   molecular biological processes within cells."
22125,"22101.22111.22113.22163, or equivalent. Able to solve
   bioinformatic problems in a structured manner using simple
   programs and scripts in Unix environment, for example during
   project work."
23255,"27002/27008.­27051.­36626.­23205.­23258, Requires basic knowledge in
   microbiology, microbial physiology and biochemistry. Basic
   skills/experience related to microbial cultivation, PCR and
   molecular microbiology will be a benefit.https:/​/​www.coursera.org/​learn/​antimicrobial-resistance"
27020,"26000/26026/26027/26030/26050/26171, or similar chemistry courses.
   Course should be taken in 3rd semester at the
   earliest."
27005,26000/26050.­27002/27008.­27004/36004/22104
23212,"Completed one year of an education in the area of microbiology,
biotechnology, food technology or similar. Basic knowlegde of
microbiology and be able to work in a sterile
environment."
22283,"02402 or similar introductory statistics; 26000 or similar
general chemistry; 26202 or similar introductory physical
chemistry; 27008 or similar introductory life science or
biochemistry"
47313,"47211/47202/47205, (any one of these), Bachelor in
   Physics and Nanotechnology, Chemistry and Technology, General
   Engineering (Future energy or Advanced materials) or
   similar."
10402,"10018/10020/10022/10024/10033/10036/10041, or equivalent courses"
33470,"The course will be made to fit your level of competence
(beginner, experienced, advanced)."
22650,Bachelor degree in science or technology.
02182,"01017.02105.02450.02464.02465. , or equivalent courses. You need
experience with algorithms and data structures, programming,
propositional logic and recursive procedures. The course requires
experience with implementing non-trivial algorithms in a standard
programming language like Java or Python."
02445,"02402/02403.02450. , 02809 or similar is also
   recommended."
02463,"02450.02403, Introduction to Machine Learning and
Data Mining. Introduction to mathematical statistics"
02464,"(01001/01002/01003/01004/01005).­02002.­(02461.­02462.­02450) , This course is intended for the
   Artificial Intelligence and Data bachelor’s program. The
   prerequisites for the course are: Basic programming, linear
   algebra, machine learning, data science and probability theory
   corresponding to 02461, 02450 and 02462. 02462 can be taken in
   parallel with this course."
02465,"02450.­02403.­(02002/02631/02632/02633) , Introduction to Machine Learning
   and Data Mining. Introduction to mathematical statistics (or
   another course that provides a general knowledge of probability
   theory). Experience with the python programming
   language"
02466,"The student must have passed courses corresponding to 60 points
among those belonging to the bachelor programme in Artificial
Intelligence and Data."
47514,"47305, It is required that student has
taken a basic electrochemistry course, such as MSc course 47305 or
other similar courses."
41417,"41401/41045.41814.41312, The students are expected to have
   a background in engineering thermodynamics and have prior
   knowledge on heat transfer and fluid
   mechanics"
30571,"02631/02632/02633, Basic knowledge of Python
   programming is an advantage."
42874,42889/42872/42986
42381,At least 2 years of bachelor’s study
62282,62263.62273/11957
41107,"41111.­(41102/41312/41202/41201) , Assignments are typically done
   with Excel and/or Matlab (Python or R) supplemented by
   Maple."
41226,"41102or41312and41111, Hydraulics in pipes and open
channels or basic fluid mechanics and Hydrodynamics 2. Experience
in using tools like Mathematica, MAPLE and/or
MATLAB."
62367,"62318/11954/11835, Internship must be
   approved"
62692,"41781, Engineering Materials"
46600,"46110/41129, Knowledge of aerodynamics and
turbulence corresponding to 46110-41323-41129 or similar. Basic
knowledge of Python or Matlab."
62318,"62317, The course is a continuation of
62317"
25334,"25106/25313/25315, Or equivalent"
62238,"The first 2 years of studies passed on a Bachelor of
Engineering study programme at DTU."
62008,62009
62012,"(62018)
(62004)"
62018,"This course is meant for Proces & Innovation students in
the 1st semester - all new university students. The course is NOT
appropriate as an elective."
62019,"62001, Students taking this course must
also have taken the course 62001 'Innovation, design and
process facilitation' or a similar course."
62024,"The student must have passed the course 62014 Green
Entrepreneurship, or is enrolled in 62014 at the time of applying
for admission to this course. The teaching builds on the outcome of
the course 62014 Green Entrepreneurship. The student must be part
of a group that has submitted an abstract for the Green
Challenge."
62030,"1st and 2nd semester of the Bachelor of engineering program in
Process and Innovation"
62033,(62012)
62039,"(62012)
(62004)
(62030)"
62040,"62012.62024.62036. , It is required that the student has
completed courses equivalent to the courses at 1., 2. and 3.
semester at Process and Innovation. It is highly recommended that
the course is completed in the same semester as Innovation and
Knowledge Management (62043)."
62043,"It is recommended that the student complete this course and the
course 62040 (Project P4, Innovation in an organizational context)
in the same semester."
62407,"62577/62443/02325, Knowledge about data
   communication, e.g., from specified courses. Knowledge about
   embedded technologies and software is an
   advantage."
02265,"02161, fundamental software engineering
skills"
46610,Knowledge of Construction and programming
01427,"01410.01426, The course 01410 is absolutely
   necessary"
02255,"01410, 01410 is a prerequisite but we
recommend also taking 01426 before this
course."
62573,"62734/62557/62514/62800/62609/62677/02808/62547/62583/62415/62416/62417/62019/62030/62194, The first 4 semesters must be
   passed. The participants is expected to participate with one or
   more skills within: programming, innovation, marketing,
   mechatronic, electronics, and mobile applications development
   (one or more of courses shown above or equivalent). The Software
   technology students who has not had the course in mobile
   application development, must participate in the mobile
   application course in parallel with this. If you want to develop
   on robot vehicle, you should at least be able to program an
   Arduino or master Python or a e.g. Lego mindstorm in JAVA or
   equivalent. DTU Diplom has 2 el-cars and DTU Engineering
   Technology provides some vehicles for service robot
   programming"
02313,"02312/0231402315, The course provides the project
   foundation in DTU's CDIO concept. It is required to follow
   courses 02312/02314 and 02315 at the same time, or that similar
   prerequisites have been attained."
02314,"It is required to follow courses 62531 og 62532 at the same
time, or that you have similar
prerequisites."
02315,"It is required to follow course 02313 and 02312/14 at the same
time, or that you have similar
prerequisites."
02327,"Participants are expected to take courses 01904 and 02312 at
the latest in the same semester as this course, or to have
equivalent knowledge about (1) discrete mathematics: set theory and
logical operators, (2) programming"
02362,"02313/02314, Courses ""Development methods
for IT-Systems"" (02313) or ""Introductory
Programming"" (02314) are prerequisites for this
course."
02369,(02312/02314).­((02327.­02324)/(02327.­02362))
62570,"The first 4 semesters must be passed. The participants is
expected to participate with one or more skills within:
programming, innovation, marketing, mechanics, electronics and
mobile applications development and programming. The Software
technology studnets must get the mobile application course in
parallel"
62417,"62514, Object oriented programming ability
corresponding to course 02312 or 62514"
62588,"(02312/62514).­02326.­(62507/62409/02322) , Skills in imperative and object
   oriented programming. Knowledge of basic algorithms and data
   structures."
62101,"62079, This course is a mandatory advanced
cource made for Manufacturing Engineering Students, who have passed
first year."
62102,"01901og01920, Basismat 1 og Basismat
2."
62103,"62094, 62094 Introduction to Managerial
Economics and Capital Expenditures (ØKO1)"
62108,"1. and 2. semester, Manufacturing and Management
passed"
02001,"Ability to work systematically and independently. Concrete
projects often have specific prerequisites."
23839,"The course is well suited for Ph.d. students from DTU as well
as other (international) universities. It is anticipated that
course participants have a background in at least one of the
underlying disciplines (nutrition, food safety, epidemiology), but
there are no specific prerequisites. When in doubt, please contact
the course responsible."
62089,"62088, Understanding
production"
62144,"01920, Basismat 2"
02312,"It is required to follow courses 62531 and 62532 at the same
time, or that you have similar
prerequisites."
02324,(02312/02314).­62531.­(02327/02170)
02332,(02312/02324/62514).­02326
02346,"01901.­(02322/(02320.­02321.­62557)).­02326.­02332.­62588, It is assumed students are well
   experienced with programming low-level programs, in particular
   in the C language. Students are required to have experience with
   theads and processes as well as their scheduling onto
   processors. Students are also required to have experience with
   execution platforms and the mapping of high level language to
   low-level instructions. Finally, students are required to be
   able to implement hash maps and binary search
   trees."
62413,"Solid experience with at least one object oriented language
like Java or C++"
62416,"62550, You have experience in app
development (native Android in Kotlin or iOS app coded in
Swift)."
62735,"01901/01920, Calculus and Algebra 1 Calculus
   and Algebra 2"
62767,3003262732
62768,300326273262767
33471,"The course will be made to fit your level of competence
(beginner, experienced, advanced)"
62420,"Documented knowledge corresponding to the admission
requirements for the Healthcare Technology Engineer study
programme."
62422,None
62423,"01901/62420/62422/62424/62523, Knowledge corresponding to
   courses 01901 Calculus and algebra 1, 62420 Information
   Technology 1, 62422 Bio-medical electronics 1, and 62523
   Healthcare Science 1"
62450,62420
62452,01901/62422
62453,"62450/62452/62454/62516, Knowledge equivalent to the
   semester's courses: 62450 Information Technology 2, 62452
   Bio-medical electronics 2, 62454 Healthcare Science 2, 01920
   Calculus and Algebra 2"
62454,"Documented knowledge equivalent to the 1st semester classes in
healthcare science."
62484,"62418.62581.62908, Knowledge corresponding to the
   semester courses."
62512,"Competencies corresponding to SU-MAT2, SU-IT2, SU-IT3 and
SU-KOM1."
62517,62482
62521,"62423.62453.62484, Courses corresponding to
   completed 3. semester Healthcare
   Technology"
62523,"Documented knowledge corresponding to the matriculation level
of the education program."
62560,"62480.­62481.­62482.­62483.­62484, Documented knowledge equivalent
   to the study programme's 3rd
   semester"
62581,62420.62450
62908,"01901.­62420.­62422.­62423.­62523.­62450.­62452.­62453.­62454.­62516, Documented knowledge equivalent
   to the 1st and 2nd semester classes in health
   care."
30794,"30120/30790, It is recommended to take 30790
   (Observational X-ray Astrophysics) first."
34372,"34666, The course is based on the project
description that was an assignment in course 34366."
02320,62505.01904
02321,"(02320/(02328.­02329)).­(62507/62557/02322).­(62505/02311) , Skills in C programming.
   Knowledge of basic computer architecture. Knowledge of digital
   electronics and VHDL. Skills in assembly language programming.
   Knowledge of embedded systems."
62514,62557
62575,02325/62577/62443/62581
30720,10033.­10034.­(30400/31400/10036).­(02631/02632/02633)
41029,"41028/02631/02632/02633, Design of mechatronic systems 1 and
Introduction to programming and data
processing"
42022,42011
22107,"27015, or similar to 27015. Some of the
projects may have particular qualified
prerequisites"
34352,34350
28216,"A Bsc or BEng in Chemistry or Chemical Engineering plus at
least one of the courses 28213, 28310, and
28315."
02492,"02402/02403, or equivalent course in
   introductory statistics"
23257,"Advanced Engineering Mathematics 1 Basic Python
programming"
22510,"22476.34021, In a draw, Biomedical Engineering
   students who have passed course 34021 will be given
   priority."
30352,"30350, Remote Sensing; Knowledge of
programming, e.g. MATLAB"
30554,30552
62527,"You must have programming knowledge and desire to learn more
programming. The course introduces R/Python. Bring your own PC
(Mac, Windows or Linux). Depending on your data size you must
expect to allocate funds for the storage and processing of the
data."
62415,"Understanding of object oriented programming and the event
model in graphical user interfaces. Knowledge of network
communication is an advantage."
62520,Basismat
01902,01901
62524,Basismat
62598,"Programmering skills similar to course 02324 Advanced
Programming."
47210,"(01005/01006/10018/10020/10022/10024).­(26000/26026/26027/26028/26050/26171) , It is recommended that you have
   taken general physics and chemistry courses."
30550,"(02402/02601/02534).­(02631/02632/02633) , Basic statistics and numerical
   algorithms."
30730,10033.­01005.­(10036/31400).­(02631/02632/02633)
34318,"02002/02003/02101/02102.34311/34313.02105/02161. , Participation in the course
   assumes a general knowledge of modern communication networks and
   protocols in addition to software
   development."
41809,"02631/62646.41502/41534, Comprehensive knowledge is
   expected within general stress and strain states (41502/41534 or
   similar) as well as good computer programming background
   (02631/62646 or similar experience)."
02946,"Experience with Matlab programming (e.g, 02631/33) and
numerical computations (e.g., 02601)."
30140,01035.­10033.­10034.­30130.­02633
27617,BSc. in Biotechnology or equivalent
33481,33236
02953,"01005/01020.02601.02610, Coursework in linear algebra
   (e.g. 01005/01020) and numerical algorithms (e.g., 02601),
   introductory-level coursework in optimization (e.g., 02610), a
   certain degree of mathematical maturity, and proficiency in a
   high-level programming language such as MATLAB, Python, or
   Julia."
62081,"It is recommended that the student masters a mathematics level
corresponding to level B and masters a physics level corresponding
to level B."
62088,"All 1st. semester courses must be
attented"
30786,"01035.­(31400/10036).­10033.­(30120/30790) , It will be an advantage to know
   about solid state physics (e.g. 10850)."
46800,"To be determined in agreement with the supervisor. Some of the
projects may have particular qualified prerequisites"
22284,"Basic cell biology (e.g. KU011 or
27002)"
62221,None
22142,"(27002/27008).­(22111/36611)/27633, Knowledge of cell structure, its
   biological function, subcomponents, biochemical and molecular
   processes (metabolism, RNA- and protein synthesis), structure of
   DNA, protein-coding genes, the standard genetic code, the
   primary (sequence), secondary (helices/coils), tertiary (3D) and
   quaternary (complex) structure of proteins. Basic knowledge and
   ability to apply bioinformatics methods and the knowledge to
   collect and process relevant biological data from large-scale
   databases."
23213,26000/26050.­27002/27008.­27004/36004/22104
23155,"Students should have finished a bachelor’s degree in food
science, health science, engineering, biology, chemistry, physics
or similar topics."
22437,"01005.­(22433/(22438.­22439))/((30015/30032/34600).­(30010/62734/62752))/(62422.­62452) , Competencies in analysis,
   simulation, and construction of DC circuits and programming of
   ATmega 328p microcontrollers in C are essential."
22447,"It is an advantage, but not a requirement, to have prior course
work in electric circuits."
22432,(31501/22431).KU002
23534,"The course is open for students (incl. MSc and BSc students)
who have passed 100 ECTS points of their bachelor programme in Food
science, Food technology, Biotechnology, Bio Engineering, Business
or a related area. International students from non-English speaking
countries must have sufficient English qualifications to
participate actively at a high level in group discussions and
report writing (Danish students are fluent in written and spoken
English and international students are expected to be at the same
level. If in doubt contact the course responsible in
advance)."
62763,"To get the full benefit from the course, students are expected
to simultaneously follow the courses: 62762, 62763 and
62773."
62764,"62762/62763/62773, To get the full benefit from the
   course, students are expected to simultaneously follow the
   courses: 62764 and 62774."
62773,"Basic vector calculations, scalar and vector product, triple
scalar product, basic differentiation and integration in 3
variables."
62774,"62773, It is extremely important to pass
62773 Electrophysics 1 in the autumn semester before you follow
62774 Electrophysics 2 in the spring semester!"
62748,"62773, 62773 Electrophysics 1 (not a
mandatory prerequisite, you can easily take the course without
having had Electrophysics 1)"
62794,01901
62518,62525
62695,41681.41787.41788
02322,"02312/02314, Programming skills using an
   imperative programming language (like for example
   Java)."
62597,"Knowledge of Java, object-oriented programming and basic
understanding of multithreaded programming. Knowledge of network
protocols, including TCP/IP and HTTP."
25320,"It is expected that students have basic knowledge about one or
several of the following topics: aquatic biology, management of
natural resources, fisheries. Students who do not have the
necessary prerequisites can not be guaranteed extra academic
counseling during the course. If you are in doubt if you have the
expected requirements, please send an inquiry email to the course
responsible and list your prerequisites and explain your
doubts."
23924,Have fulgt kurset Biologisk kemi23932
23935,"26171/23932, 23932, latest at the same
   time"
23962,Teaching mainly in Danish
47332,"47205/10031/02631, Bachelor in Physics and
   Nanotechnology, or Chemistry and Technology, or Production and
   Construction, or Electro Technology, or General Engineering, or
   Software Technology, or Mathematics and Technology, or
   similar."
34269,Matlab or Python programming
36612,"27610, To participate in the course you
must be very comfortable with programming. Knowing Perl or Python
is necessary."
31534,"Advanced Engineering Mathematics 1, Physics 1, Human biology,
experienced Matlab user."
62437,"62522/62567/62550, You have experience in app
   development (native Android in Java or iOS app coded in
   Swift)."
62530,"62577/62443/62581/62229, Data communication and
   programming and system architecture
   skills"
34332,"34331eller
tilsvarende"
62531,"02312/0231402315, The course provides the project
   foundation in DTU's CDIO concept. It is required to follow
   courses 02312/02314 and 62532 at the same time, or that similar
   prerequisites have been attained."
62532,"It is required to follow course 62531 and 02312/14 at the same
time, or that you have similar
prerequisites."
62640,"62133, Some knowledge of supply chains,
inventory management theory is
recommended"
34022,"34020or10041, or any other courses with basic
knowledge of optics and electromagnetism"
62297,62273.62279.62269
46920,"M.Sc. in Engineering, Physics, Mathematics or similar"
02590,"02402, In addition to 02402, it is
desirable (but not required) to have attended 02586. Course does
not have formal requirements in biology or genetics or
biotechnology but concepts and applications taught in this course
would require a mature understanding in these areas and an interest
in linking quantitative, statistical, mathematical and
computational methods with life science areas."
01618,"01617, Basic knowledge of nonlinear
differential equations, phase portraits, (local) invariant
(stable/unstable/center) manifolds and local bifurcation
patterns."
02840,"02823.02564, Courses in prototyping of
   computer games and real-time graphics"
02841,"02840, This course is the second half of
the DADIU educational element and cannot be followed independently
from 02840. Also requires that the student is signed up for
DADIU."
62191,42980/42270/62276
62627,"62623, The course is a capstone course with
multiple expectations that students have skills in geographic
information systems, transport analysis, and transport
planning."
62637,"62668, Students should have previously
passed a course covering descriptive statistics, distribution
fitting, and hypothesis testing. This is a firm
requirement."
62368,62270
27107,"27009/27010/27015, or similar to 27009/27010/27015.
   Some of the projects may have particular qualified
   prerequisites"
22448,"It is an advantage, but not a requirement, to have prior course
work in electric circuits."
10862,"If you have completed 3 semesters on an engineering or natural
science education, you can participate in the course regardless of
study background."
41201,"Academic level in math and physics corresponding to the first
year of studies."
62171,-
41689,"41659/41684, basic materials
   science"
26174,"26171, followed simultaneously"
23936,"26471/23932, see Danish version"
62051,"62009.62008.62030.10935, The course builds on the
   knowledge and skills that are acquired through the courses
   ""62009 Material science"", ""62008 Product
   development - The stages and processes of product
   development"", ""62030 From idea to checkout"", and
   ""10935 Physics 1""."
46010,Familiar with construction and programming
62621,42973.42941.62619
42385,"426344243642435, X-Tech Entrepreneurship;
Commercialization of high tech concepts, entrepreneurship and
science in action; Knowledge-based Entrepreneurship or similar
courses."
62049,"Enten62018eller62019eller62048, It is highly recommended that
students have either completed on of the courses mentioned above or
have experience med user interviews or user test from somewhere
else - interviews or user tests with participation of actual end
users, that is. If you don't have that you must contact the
lecturer. You also have to be prepared to catch up by doing extra
reading and being an 'apprentice' to more experienced
students."
25616,"25335, Recommended, but not a
prerequisite."
25305,25321/25316
33103,"General immunology (corresponding to #27322: Immunology).
General knowledge of cell biology and physiology."
30552,02402
22053,(31561/22052).­(31545/22485)/(31560/22055)
62365,"62325/62328, It is recommented that you have
   had your intership before following the
   course."
62122,Passed the first four semesters of your study.
62174,62223
62220,"62219, Prerequesites to follow the course
is that course 62219 has been followed and that mandatory
assignments is approved."
62224,-
62225,"Passed The English-Speaking World and Academic Writing in
English"
62228,62161.­62171.­62174.­62223.­62239.­
62229,62161.62171.62187.62188
62230,"62171, Course 62229, 62232 and 62233 have
to be read before this course."
62239,62171
62241,62223.62174.62079.62008.62239
62547,"Student must know one of the programming languages: Java, C#,
PHP, Python, C, or C++. Student should have basic knowledge of
digital hardware."
62444,62518/62533/62669
42386,42436
62142,"It is recommended that the students have completed their
internship"
62045,"(62009)
(62008)
(62035) , The course builds on the knowledge
and skills that are acquired through courses Product 1, Product 2
and Product 3"
62438,"The first 4 semesters must be passed. Knowledge in a 3D game
engine, such as Unity, Unreal Engine or JMonkeyEngine is
recommended"
62572,"02324/02343/62507/02321/62716/62734/31301/62752/62194, Teams between students from
   different educations Software technology, it-electronics
   ,Electro-technology, It and Electronics, mechanics with
   mecatronic specialisation, Global Business Engineering, should
   be made, therefore not all pre-required courses needs to be full
   filled. If in doubt contact the
   educator"
42143,Upon agreement
34364,34311/34330/34343
02906,"Experience with Matlab programming (e.g, 02631/33), numerical
computations (e.g., 02601) and partial differential equations
(e.g., 01246/01418) Experience with optimization theory and
algorithms (e.g., 02610) and functional analysis (e.g.,
01715)"
34371,34315/34330/34313/34346/34333
02964,A basic understanding of programming in any language
02947,"Basic understanding of partial differential equations,
functional analysis and numerical methods for PDE's is highly
recommended."
62548,"Student must know one of the programming languages: Java, C#,
PHP, Python, C or C++. Student should have basic knowledge of
digital hardware."
62160,-
62165,-
62186,62176
62190,"62160.62170.62180, Passed English 1 - US Civics and
   Academic Writing 1; passed English 2 - US Civics and Academic
   Writing 2; passed English 3 - UK Civics and Academic Writing
   3."
62193,"62194.­62197.­62190.­62161.­62171.­62180.­(62182/62185/62186).­(62192/62185/62196) , Courses 62197, 62194 and 62190
   should be read parallel to this
   course."
62196,"62186, German Culture and Civics 2 should
be passed"
62197,62161.62171.62187.62188
62204,"For non-Export Engineering students: Basic material
science."
62516,Basismat
62180,"62160.62170, Passed English 1 - US Civics and
Academic Writing 1 and passed English 2 - US Civics and Academic
Writing 2."
62216,"Enrolled in theory courses 62009 (Product Development
1-Material Science for Process & Innovation), 62008 (Product
Development 2-Product development phases and progression), and
62217 (Sustainable Business Development) prior to project
work"
62217,"62161og62171, It is required that you are
registered for courses 62009 (Product Development 1-Material
Science for Process & Innovation) and 62008 (Product
Development 2-Product development phases and
progression)"
62482,"62516, The course is delivered in
Danish."
23551,"Knowledge of and interest in microbial quality and safety of
food"
62551,"62402.62432, Good experience of programming.
   Knowledge about databases on an introductory
   level."
62195,62175/62185
62244,"Completed engineering traineeship and passed the first five
semesters with a maximum of 10 ECTS lacking at the beginning of the
semester."
62050,"62019, It is strongly recommended that
participants have taken the course 62019 Interaction Design - or in
some other ways have obtained similar competencies - especially
within the area of user interviews and user testing. All students
from the programm of Process & Innovation are qualified - also
students who haven't taken the course in Interaction
Design."
62170,"62160, Passed English 1 - US Civics and
Academic Writing 1"
62185,62175
62227,"62161og62171, It is required that the student
registered for courses 62009 (Product Development 1-Material
Science for Process & Innovation) and 62008 (Product
Development 2-Product development phases and
progression)"
62247,62175.62185.62195
62242,"French courses from earlier semesters should be
passed"
47311,"Bachelor in Physics and Nanotechnology, Chemistry and
Technology, Production and Construction, Electro Technology or
similar"
62187,"62161, It is recomended that you have
passed the course Business Economics 62161 and Marketing Management
62171."
62092,"01901, Calculus and algebra
1"
62209,Basic PC-skills
62567,"Interest in software development. Good understanding of object
oriented programming, preferably in Java, and the event model in
graphical user interfaces. Knowledge of network communication is an
advantage."
62222,62483.62510.62511
62474,"62450, Good experience of
programming"
62237,"The stundent must have completed the full
internship."
62441,-
02960,0240202417
62035,"(62009)
(62008) , The course builds on the knowledge
and skills that are acquired through courses Product 1 and Product
2"
02941,"02562, or a similar course (some knowledge
of heat transfer and Maxwell's equations is an
advantage)"
62419,"62407/62501/62530/62575/02233, Software Technology students need
   62530 in advance. Other students need skills from one or more of
   listed courses - or similar courses. You need the basic security
   knowledge and also programming and system architecture
   skills."
62796,"01901, (or equivalent), combined with the
kind of mathematical insight one obtains by completing one or more
wholly or partially mathematically oriented courses, broadly
speaking with a good result"
62379,"The student must have passed all courses 1st to 4th semester.
The students is recommended to have follow the course package
'Environment and Infrastructure'"
25202,"25201, -"
25203,25202
62326,"01901, Calculus and algebra
1"
30090,"30080, Digital electronics, HDL,
FPGA."
26432,"26411.27002/27020, Organic Chemistry 2.
   Bioscience."
02962,Familiarity with numerical computations.
10610,Very good command of the English language
41690,41658/41650/41659
36107,"27009/27010/27015, or similar to 27009/27010/27015.
   Some of the projects may have particular qualified
   prerequisites"
10044,"(10018/10020/10022/10024).­01005, Physics 1 and Math
   1"
